start,1663055637.44119
0,1663055659.2683861
1,1663055661.6558201
2,1663055663.8214965
3,1663055665.9774785
4,1663055668.2845669
5,1663055670.6652124
6,1663055674.2003052
7,1663055678.4783914
8,1663055680.8195393
9,1663055683.1313183
10,1663055685.4544263
11,1663055687.779422
12,1663055690.086074
13,1663055693.8035152
14,1663055696.241458
15,1663055698.540983
16,1663055701.0481408
17,1663055703.3808799
18,1663055705.8801425
19,1663055708.4713824
20,1663055710.99449
21,1663055713.5088894
22,1663055716.3935814
23,1663055718.7687347
24,1663055721.0941675
25,1663055723.3746064
26,1663055725.808392
27,1663055728.2258673
28,1663055730.729423
29,1663055733.1937559
30,1663055735.6263046
31,1663055738.023869
32,1663055743.8526242
33,1663055746.3412807
34,1663055748.9800482
35,1663055751.2241654
36,1663055753.6825795
37,1663055756.004536
38,1663055758.3788388
39,1663055760.8461328
40,1663055763.0758414
41,1663055765.5397725
42,1663055767.9818401
43,1663055770.5082476
44,1663055772.9920352
45,1663055775.4003217
46,1663055777.8334143
47,1663055780.397095
48,1663055782.6807153
49,1663055784.9873688
50,1663055787.2597127
51,1663055789.7299316
52,1663055792.7666118
53,1663055795.3991556
54,1663055797.8717046
55,1663055800.1112337
56,1663055802.2994895
57,1663055804.889499
58,1663055807.6761825
59,1663055810.064945
60,1663055812.4730775
61,1663055814.8433661
62,1663055817.4067354
63,1663055819.8002522
64,1663055822.3237643
65,1663055824.778429
66,1663055827.4386835
67,1663055829.841277
68,1663055832.3499389
69,1663055834.8869343
70,1663055837.3835154
71,1663055840.050733
72,1663055843.47885
73,1663055845.8968089
74,1663055848.3682983
75,1663055850.8599393
76,1663055853.47512
77,1663055855.9800935
78,1663055858.3783658
79,1663055860.6799965
80,1663055863.1353035
81,1663055865.5302062
82,1663055867.926169
83,1663055870.2606096
84,1663055872.972936
85,1663055875.3621044
86,1663055877.8759692
87,1663055880.3038833
88,1663055882.8580854
89,1663055885.2137923
90,1663055887.5676615
91,1663055890.043158
92,1663055892.4796782
93,1663055895.016995
94,1663055897.5517058
95,1663055900.1185963
96,1663055902.5030422
97,1663055904.8850696
98,1663055907.0785005
99,1663055909.691788
100,1663055912.2085679
101,1663055914.623177
102,1663055916.8582904
103,1663055919.0648985
104,1663055921.5889034
105,1663055923.9719486
106,1663055927.1543417
107,1663055929.6728268
108,1663055932.1354766
109,1663055934.580294
110,1663055936.8875656
111,1663055939.1656725
112,1663055941.7725177
113,1663055944.35296
114,1663055946.8996017
115,1663055949.3713388
116,1663055951.8934877
117,1663055954.1870997
118,1663055956.4943573
119,1663055958.759281
120,1663055961.2857604
121,1663055963.5257585
122,1663055965.9454887
123,1663055968.3605776
124,1663055970.849217
125,1663055973.2467508
126,1663055975.6888566
127,1663055978.1057396
128,1663055980.4925447
129,1663055982.8994603
130,1663055985.0914433
131,1663055987.7112274
132,1663055990.1343079
133,1663055992.5825164
134,1663055994.634853
135,1663055997.1832783
136,1663055999.6658404
137,1663056002.2378447
138,1663056006.1458607
139,1663056008.4867485
140,1663056010.8400073
141,1663056013.374212
142,1663056015.9289694
143,1663056018.3508883
144,1663056020.534275
145,1663056022.972818
146,1663056025.4307594
147,1663056027.8349268
148,1663056030.3371348
149,1663056032.5293097
150,1663056034.8520632
151,1663056037.1477382
152,1663056039.6208868
153,1663056041.9695125
154,1663056044.4990747
155,1663056046.9204473
156,1663056049.303496
157,1663056051.5896716
158,1663056053.933977
159,1663056056.4770186
160,1663056058.7925801
161,1663056061.3450475
162,1663056063.9097426
163,1663056066.409205
164,1663056068.5878816
165,1663056071.0030868
166,1663056073.3000398
167,1663056075.7183485
168,1663056078.0572085
169,1663056080.2844987
170,1663056082.7823815
171,1663056085.0060368
172,1663056087.5162814
173,1663056089.7902997
174,1663056092.2615757
175,1663056094.5141747
176,1663056097.028626
177,1663056099.493945
178,1663056101.930313
179,1663056104.2686088
180,1663056106.709213
181,1663056109.100324
